DATE,SP500,VIX,10yr,2yr,Slope
12/26/2011,.,0.00,.,.,#VALUE!
12/27/2011,1265.43,21.91,2.02,0.3,1.72
12/28/2011,1249.64,23.52,1.93,0.28,1.65
12/29/2011,1263.02,22.65,1.91,0.28,1.63
12/30/2011,1257.60,23.40,1.89,0.25,1.64
1/2/2012,.,0.00,.,.,#VALUE!
1/3/2012,1277.06,22.97,1.97,0.27,1.70
1/4/2012,1277.30,22.22,2.00,0.25,1.75
1/5/2012,1281.06,21.48,2.02,0.27,1.75
1/6/2012,1277.81,20.63,1.98,0.25,1.73
1/9/2012,1280.70,21.07,1.98,0.26,1.72
1/10/2012,1292.08,20.69,2.00,0.24,1.76
1/11/2012,1292.48,21.05,1.93,0.24,1.69
1/12/2012,1295.50,20.47,1.94,0.22,1.72
1/13/2012,1289.09,20.91,1.89,0.24,1.65
1/16/2012,.,0.00,.,.,#VALUE!
1/17/2012,1293.67,22.20,1.87,0.21,1.66
1/18/2012,1308.04,20.89,1.92,0.24,1.68
1/19/2012,1314.50,19.87,2.01,0.26,1.75
1/20/2012,1315.38,18.28,2.05,0.26,1.79
1/23/2012,1316.00,18.67,2.09,0.26,1.83
1/24/2012,1314.65,18.91,2.08,0.24,1.84
1/25/2012,1326.05,18.31,2.01,0.22,1.79
1/26/2012,1318.43,18.57,1.96,0.22,1.74
1/27/2012,1316.33,18.53,1.93,0.22,1.71
1/30/2012,1313.01,19.40,1.87,0.22,1.65
1/31/2012,1312.41,19.44,1.83,0.22,1.61
2/1/2012,1324.09,18.55,1.87,0.23,1.64
2/2/2012,1325.54,17.98,1.86,0.23,1.63
2/3/2012,1344.90,17.10,1.97,0.23,1.74
2/6/2012,1344.33,17.76,1.93,0.24,1.69
2/7/2012,1347.05,17.65,2.00,0.25,1.75
2/8/2012,1349.96,18.16,2.01,0.27,1.74
2/9/2012,1351.95,18.63,2.04,0.27,1.77
2/10/2012,1342.64,20.79,1.96,0.27,1.69
2/13/2012,1351.77,19.04,1.99,0.29,1.70
2/14/2012,1350.50,19.54,1.92,0.29,1.63
2/15/2012,1343.23,21.14,1.93,0.29,1.64
2/16/2012,1358.04,19.22,1.99,0.29,1.70
2/17/2012,1361.23,17.78,2.01,0.29,1.72
2/20/2012,.,0.00,.,.,#VALUE!
2/21/2012,1362.21,18.19,2.05,0.31,1.74
2/22/2012,1357.66,18.19,2.01,0.29,1.72
2/23/2012,1363.46,16.80,1.99,0.31,1.68
2/24/2012,1365.74,17.31,1.98,0.31,1.67
2/27/2012,1367.59,18.19,1.92,0.3,1.62
2/28/2012,1372.18,17.96,1.94,0.3,1.64
2/29/2012,1365.68,18.43,1.98,0.3,1.68
3/1/2012,1374.09,17.26,2.03,0.3,1.73
3/2/2012,1369.63,17.29,1.99,0.28,1.71
3/5/2012,1364.33,18.05,2.00,0.31,1.69
3/6/2012,1343.36,20.87,1.96,0.3,1.66
3/7/2012,1352.63,19.07,1.98,0.3,1.68
3/8/2012,1365.91,17.95,2.03,0.32,1.71
3/9/2012,1370.87,17.11,2.04,0.33,1.71
3/12/2012,1371.09,15.64,2.04,0.33,1.71
3/13/2012,1395.95,14.80,2.14,0.35,1.79
3/14/2012,1394.28,15.31,2.29,0.4,1.89
3/15/2012,1402.60,15.42,2.29,0.37,1.92
3/16/2012,1404.17,14.47,2.31,0.37,1.94
3/19/2012,1409.75,15.04,2.39,0.39,2.00
3/20/2012,1405.52,15.58,2.38,0.41,1.97
3/21/2012,1402.89,15.13,2.31,0.39,1.92
3/22/2012,1392.78,15.57,2.29,0.37,1.92
3/23/2012,1397.11,14.82,2.25,0.37,1.88
3/26/2012,1416.51,14.26,2.26,0.36,1.90
3/27/2012,1412.52,15.59,2.20,0.33,1.87
3/28/2012,1405.54,15.47,2.21,0.34,1.87
3/29/2012,1403.28,15.48,2.18,0.33,1.85
3/30/2012,1408.47,15.50,2.23,0.33,1.90
4/2/2012,1419.04,15.64,2.22,0.33,1.89
4/3/2012,1413.38,15.66,2.30,0.36,1.94
4/4/2012,1398.96,16.44,2.25,0.35,1.90
4/5/2012,1398.08,16.70,2.19,0.35,1.84
4/6/2012,.,0.00,2.07,0.32,1.75
4/9/2012,1382.20,18.81,2.06,0.32,1.74
4/10/2012,1358.59,20.39,2.01,0.28,1.73
4/11/2012,1368.71,20.02,2.05,0.3,1.75
4/12/2012,1387.57,17.20,2.08,0.29,1.79
4/13/2012,1370.26,19.55,2.02,0.27,1.75
4/16/2012,1369.57,19.55,2.00,0.27,1.73
4/17/2012,1390.78,18.46,2.03,0.27,1.76
4/18/2012,1385.14,18.64,2.00,0.27,1.73
4/19/2012,1376.92,18.36,1.98,0.27,1.71
4/20/2012,1378.53,17.44,1.99,0.29,1.70
4/23/2012,1366.94,18.97,1.96,0.27,1.69
4/24/2012,1371.97,18.10,2.00,0.27,1.73
4/25/2012,1390.69,16.82,2.01,0.26,1.75
4/26/2012,1399.98,16.24,1.98,0.26,1.72
4/27/2012,1403.36,16.32,1.96,0.26,1.70
4/30/2012,1397.91,17.15,1.95,0.27,1.68
5/1/2012,1405.82,16.60,1.98,0.27,1.71
5/2/2012,1402.31,16.88,1.96,0.27,1.69
5/3/2012,1391.57,17.56,1.96,0.28,1.68
5/4/2012,1369.10,19.16,1.91,0.27,1.64
5/7/2012,1369.58,18.94,1.92,0.27,1.65
5/8/2012,1363.72,19.05,1.88,0.27,1.61
5/9/2012,1354.58,20.08,1.87,0.27,1.60
5/10/2012,1357.99,18.83,1.89,0.27,1.62
5/11/2012,1353.39,19.89,1.84,0.27,1.57
5/14/2012,1338.35,21.87,1.78,0.29,1.49
5/15/2012,1330.66,21.97,1.76,0.29,1.47
5/16/2012,1324.80,22.27,1.76,0.3,1.46
5/17/2012,1304.86,24.49,1.70,0.32,1.38
5/18/2012,1295.22,25.10,1.71,0.32,1.39
5/21/2012,1315.99,22.01,1.75,0.3,1.45
5/22/2012,1316.63,22.48,1.79,0.3,1.49
5/23/2012,1318.86,22.33,1.73,0.28,1.45
5/24/2012,1320.68,21.54,1.77,0.29,1.48
5/25/2012,1317.82,21.76,1.75,0.3,1.45
5/28/2012,.,0.00,.,.,#VALUE!
5/29/2012,1332.42,21.03,1.74,0.3,1.44
5/30/2012,1313.32,24.14,1.63,0.27,1.36
5/31/2012,1310.33,24.06,1.59,0.27,1.32
6/1/2012,1278.04,26.66,1.47,0.25,1.22
6/4/2012,1278.18,26.12,1.53,0.25,1.28
6/5/2012,1285.50,24.68,1.57,0.25,1.32
6/6/2012,1315.13,22.16,1.66,0.26,1.40
6/7/2012,1314.99,21.72,1.66,0.27,1.39
6/8/2012,1325.66,21.23,1.65,0.28,1.37
6/11/2012,1308.93,23.56,1.60,0.27,1.33
6/12/2012,1324.18,22.09,1.67,0.3,1.37
6/13/2012,1314.88,24.27,1.61,0.3,1.31
6/14/2012,1329.10,21.68,1.64,0.3,1.34
6/15/2012,1342.84,21.11,1.60,0.29,1.31
6/18/2012,1344.78,18.32,1.59,0.29,1.30
6/19/2012,1357.98,18.38,1.64,0.3,1.34
6/20/2012,1355.69,17.24,1.65,0.32,1.33
6/21/2012,1325.51,20.08,1.63,0.32,1.31
6/22/2012,1335.02,18.11,1.69,0.31,1.38
6/25/2012,1313.72,20.38,1.63,0.31,1.32
6/26/2012,1319.99,19.72,1.66,0.31,1.35
6/27/2012,1331.85,19.45,1.65,0.31,1.34
6/28/2012,1329.04,19.71,1.60,0.31,1.29
6/29/2012,1362.16,17.08,1.67,0.33,1.34
7/2/2012,1365.51,16.80,1.61,0.3,1.31
7/3/2012,1374.02,16.66,1.65,0.3,1.35
7/4/2012,.,0.00,.,.,#VALUE!
7/5/2012,1367.58,17.50,1.62,0.28,1.34
7/6/2012,1354.68,17.10,1.57,0.27,1.30
7/9/2012,1352.46,17.98,1.53,0.27,1.26
7/10/2012,1341.47,18.72,1.53,0.27,1.26
7/11/2012,1341.45,17.95,1.54,0.27,1.27
7/12/2012,1334.76,18.33,1.50,0.25,1.25
7/13/2012,1356.78,16.74,1.52,0.25,1.27
7/16/2012,1353.64,17.11,1.50,0.24,1.26
7/17/2012,1363.67,16.48,1.53,0.25,1.28
7/18/2012,1372.78,16.16,1.52,0.22,1.30
7/19/2012,1376.51,15.45,1.54,0.22,1.32
7/20/2012,1362.66,16.27,1.49,0.22,1.27
7/23/2012,1350.52,18.62,1.47,0.22,1.25
7/24/2012,1338.31,20.47,1.44,0.22,1.22
7/25/2012,1337.89,19.34,1.43,0.22,1.21
7/26/2012,1360.02,17.53,1.45,0.23,1.22
7/27/2012,1385.97,16.70,1.58,0.25,1.33
7/30/2012,1385.30,18.03,1.53,0.23,1.30
7/31/2012,1379.32,18.93,1.51,0.23,1.28
8/1/2012,1375.14,18.96,1.56,0.24,1.32
8/2/2012,1365.00,17.57,1.51,0.24,1.27
8/3/2012,1390.99,15.64,1.60,0.24,1.36
8/6/2012,1394.23,15.95,1.59,0.24,1.35
8/7/2012,1401.35,15.99,1.66,0.27,1.39
8/8/2012,1402.22,15.32,1.68,0.29,1.39
8/9/2012,1402.80,15.28,1.69,0.29,1.40
8/10/2012,1405.87,14.74,1.65,0.27,1.38
8/13/2012,1404.11,13.70,1.65,0.27,1.38
8/14/2012,1403.93,14.85,1.73,0.27,1.46
8/15/2012,1405.53,14.63,1.80,0.27,1.53
8/16/2012,1415.51,14.29,1.83,0.29,1.54
8/17/2012,1418.16,13.45,1.81,0.29,1.52
8/20/2012,1418.13,14.02,1.82,0.29,1.53
8/21/2012,1413.17,15.02,1.80,0.31,1.49
8/22/2012,1413.49,15.11,1.71,0.26,1.45
8/23/2012,1402.08,15.96,1.68,0.26,1.42
8/24/2012,1411.13,15.18,1.68,0.28,1.40
8/27/2012,1410.44,16.35,1.65,0.28,1.37
8/28/2012,1409.30,16.49,1.64,0.27,1.37
8/29/2012,1410.49,17.06,1.66,0.27,1.39
8/30/2012,1399.48,17.83,1.63,0.27,1.36
8/31/2012,1406.58,17.47,1.57,0.22,1.35
9/3/2012,.,0.00,.,.,#VALUE!
9/4/2012,1404.94,17.98,1.59,0.23,1.36
9/5/2012,1403.44,17.74,1.60,0.25,1.35
9/6/2012,1432.12,15.60,1.68,0.27,1.41
9/7/2012,1437.92,14.38,1.67,0.25,1.42
9/10/2012,1429.08,16.28,1.68,0.25,1.43
9/11/2012,1433.56,16.41,1.70,0.25,1.45
9/12/2012,1436.56,15.80,1.77,0.25,1.52
9/13/2012,1459.99,14.05,1.75,0.24,1.51
9/14/2012,1465.77,14.51,1.88,0.27,1.61
9/17/2012,1461.19,14.59,1.85,0.25,1.60
9/18/2012,1459.32,14.18,1.82,0.25,1.57
9/19/2012,1461.05,13.88,1.79,0.27,1.52
9/20/2012,1460.26,14.07,1.80,0.27,1.53
9/21/2012,1460.15,13.98,1.77,0.27,1.50
9/24/2012,1456.89,14.15,1.74,0.27,1.47
9/25/2012,1441.59,15.43,1.70,0.27,1.43
9/26/2012,1433.32,16.81,1.64,0.26,1.38
9/27/2012,1447.15,14.84,1.66,0.25,1.41
9/28/2012,1440.67,15.73,1.65,0.23,1.42
10/1/2012,1444.49,16.32,1.64,0.25,1.39
10/2/2012,1445.75,15.71,1.64,0.23,1.41
10/3/2012,1450.99,15.43,1.64,0.23,1.41
10/4/2012,1461.40,14.55,1.70,0.23,1.47
10/5/2012,1460.93,14.33,1.75,0.27,1.48
10/8/2012,1455.88,15.11,.,.,#VALUE!
10/9/2012,1441.48,16.37,1.74,0.25,1.49
10/10/2012,1432.56,16.29,1.72,0.27,1.45
10/11/2012,1432.84,15.59,1.70,0.28,1.42
10/12/2012,1428.59,16.14,1.69,0.27,1.42
10/15/2012,1440.13,15.27,1.70,0.27,1.43
10/16/2012,1454.92,15.22,1.75,0.27,1.48
10/17/2012,1460.91,15.07,1.83,0.3,1.53
10/18/2012,1457.34,15.03,1.86,0.29,1.57
10/19/2012,1433.19,17.06,1.79,0.3,1.49
10/22/2012,1433.82,16.62,1.83,0.32,1.51
10/23/2012,1413.11,18.83,1.79,0.29,1.50
10/24/2012,1408.75,18.33,1.80,0.29,1.51
10/25/2012,1412.97,18.12,1.86,0.31,1.55
10/26/2012,1411.94,17.81,1.78,0.3,1.48
10/29/2012,.,0.00,1.74,0.3,1.44
10/30/2012,.,0.00,.,.,#VALUE!
10/31/2012,1412.16,18.60,1.72,0.3,1.42
11/1/2012,1427.59,16.69,1.75,0.3,1.45
11/2/2012,1414.20,17.59,1.75,0.28,1.47
11/5/2012,1417.26,18.42,1.72,0.28,1.44
11/6/2012,1428.39,17.58,1.78,0.3,1.48
11/7/2012,1394.53,19.08,1.68,0.27,1.41
11/8/2012,1377.51,18.49,1.62,0.27,1.35
11/9/2012,1379.85,18.61,1.61,0.27,1.34
11/12/2012,1380.03,16.68,.,.,#VALUE!
11/13/2012,1374.53,16.65,1.59,0.27,1.32
11/14/2012,1355.49,17.92,1.59,0.25,1.34
11/15/2012,1353.33,17.99,1.58,0.24,1.34
11/16/2012,1359.88,16.41,1.58,0.24,1.34
11/19/2012,1386.89,15.24,1.61,0.25,1.36
11/20/2012,1387.81,15.08,1.66,0.27,1.39
11/21/2012,1391.03,15.31,1.69,0.27,1.42
11/22/2012,.,0.00,.,.,#VALUE!
11/23/2012,1409.15,15.14,1.70,0.29,1.41
11/26/2012,1406.29,15.50,1.66,0.27,1.39
11/27/2012,1398.94,15.92,1.64,0.27,1.37
11/28/2012,1409.93,15.51,1.63,0.27,1.36
11/29/2012,1415.95,15.06,1.62,0.25,1.37
11/30/2012,1416.18,15.87,1.62,0.25,1.37
12/3/2012,1409.46,16.64,1.63,0.25,1.38
12/4/2012,1407.05,17.12,1.62,0.25,1.37
12/5/2012,1409.28,16.46,1.60,0.25,1.35
12/6/2012,1413.94,16.58,1.59,0.25,1.34
12/7/2012,1418.07,15.90,1.64,0.25,1.39
12/10/2012,1418.55,16.05,1.63,0.24,1.39
12/11/2012,1427.84,15.57,1.66,0.24,1.42
12/12/2012,1428.48,15.95,1.72,0.25,1.47
12/13/2012,1419.45,16.56,1.74,0.27,1.47
12/14/2012,1413.58,17.00,1.72,0.24,1.48
12/17/2012,1430.36,16.34,1.78,0.25,1.53
12/18/2012,1446.79,15.57,1.84,0.28,1.56
12/19/2012,1435.81,17.36,1.82,0.28,1.54
12/20/2012,1443.69,17.67,1.81,0.28,1.53
12/21/2012,1430.15,17.84,1.77,0.26,1.51
12/24/2012,1426.66,17.84,1.79,0.26,1.53
12/25/2012,.,0.00,.,.,#VALUE!
12/26/2012,1419.83,19.48,1.77,0.26,1.51
12/27/2012,1418.10,19.47,1.74,0.26,1.48
12/28/2012,1402.43,22.72,1.73,0.27,1.46
12/31/2012,1426.19,18.02,1.78,0.25,1.53
1/1/2013,.,0.00,.,.,#VALUE!
1/2/2013,1462.42,14.68,1.86,0.27,1.59
1/3/2013,1459.37,14.56,1.92,0.27,1.65
1/4/2013,1466.47,13.83,1.93,0.27,1.66
1/7/2013,1461.89,13.79,1.92,0.27,1.65
1/8/2013,1457.15,13.62,1.89,0.25,1.64
1/9/2013,1461.02,13.81,1.88,0.24,1.64
1/10/2013,1472.12,13.49,1.91,0.26,1.65
1/11/2013,1472.05,13.36,1.89,0.26,1.63
1/14/2013,1470.68,13.52,1.89,0.26,1.63
1/15/2013,1472.34,13.55,1.86,0.26,1.60
1/16/2013,1472.63,13.42,1.84,0.26,1.58
1/17/2013,1480.94,13.57,1.89,0.28,1.61
1/18/2013,1485.98,12.46,1.87,0.26,1.61
1/21/2013,.,0.00,.,.,#VALUE!
1/22/2013,1492.56,12.43,1.86,0.26,1.60
1/23/2013,1494.81,12.46,1.86,0.26,1.60
1/24/2013,1494.82,12.69,1.88,0.23,1.65
1/25/2013,1502.96,12.89,1.98,0.28,1.70
1/28/2013,1500.18,13.57,2.00,0.29,1.71
1/29/2013,1507.84,13.31,2.03,0.3,1.73
1/30/2013,1501.96,14.32,2.03,0.27,1.76
1/31/2013,1498.11,14.28,2.02,0.27,1.75
2/1/2013,1513.17,12.90,2.04,0.27,1.77
2/4/2013,1495.71,14.67,2.00,0.25,1.75
2/5/2013,1511.29,13.72,2.04,0.27,1.77
2/6/2013,1512.12,13.41,2.00,0.27,1.73
2/7/2013,1509.39,13.50,1.99,0.25,1.74
2/8/2013,1517.93,13.02,1.99,0.25,1.74
2/11/2013,1517.01,12.94,1.99,0.27,1.72
2/12/2013,1519.43,12.64,2.02,0.29,1.73
2/13/2013,1520.33,12.98,2.05,0.29,1.76
2/14/2013,1521.38,12.66,2.00,0.27,1.73
2/15/2013,1519.79,12.46,2.01,0.29,1.72
2/18/2013,.,0.00,.,.,#VALUE!
2/19/2013,1530.94,12.31,2.03,0.29,1.74
2/20/2013,1511.95,14.68,2.02,0.27,1.75
2/21/2013,1502.42,15.22,1.99,0.26,1.73
2/22/2013,1515.60,14.17,1.97,0.27,1.70
2/25/2013,1487.85,18.99,1.88,0.25,1.63
2/26/2013,1496.94,16.87,1.88,0.25,1.63
2/27/2013,1515.99,14.73,1.91,0.27,1.64
2/28/2013,1514.68,15.51,1.89,0.25,1.64
3/1/2013,1518.20,15.36,1.86,0.25,1.61
3/4/2013,1525.20,14.01,1.88,0.24,1.64
3/5/2013,1539.79,13.48,1.90,0.25,1.65
3/6/2013,1541.46,13.53,1.95,0.25,1.70
3/7/2013,1544.26,13.06,2.00,0.25,1.75
3/8/2013,1551.18,12.59,2.06,0.27,1.79
3/11/2013,1556.22,11.56,2.07,0.27,1.80
3/12/2013,1552.48,12.27,2.03,0.27,1.76
3/13/2013,1554.52,11.83,2.04,0.27,1.77
3/14/2013,1563.23,11.30,2.04,0.27,1.77
3/15/2013,1560.70,11.30,2.01,0.25,1.76
3/18/2013,1552.10,13.36,1.96,0.26,1.70
3/19/2013,1548.34,14.39,1.92,0.24,1.68
3/20/2013,1558.71,12.67,1.96,0.26,1.70
3/21/2013,1545.80,13.99,1.95,0.27,1.68
3/22/2013,1556.89,13.57,1.93,0.26,1.67
3/25/2013,1551.69,13.74,1.93,0.24,1.69
3/26/2013,1563.77,12.77,1.92,0.25,1.67
3/27/2013,1562.85,13.15,1.87,0.25,1.62
3/28/2013,1569.19,12.70,1.87,0.25,1.62
3/29/2013,.,0.00,.,.,#VALUE!
4/1/2013,1562.17,13.58,1.86,0.23,1.63
4/2/2013,1570.25,12.78,1.88,0.25,1.63
4/3/2013,1553.69,14.21,1.83,0.24,1.59
4/4/2013,1559.98,13.89,1.78,0.22,1.56
4/5/2013,1553.28,13.92,1.72,0.24,1.48
4/8/2013,1563.07,13.19,1.76,0.24,1.52
4/9/2013,1568.61,12.84,1.78,0.24,1.54
4/10/2013,1587.73,12.36,1.84,0.24,1.60
4/11/2013,1593.37,12.24,1.82,0.24,1.58
4/12/2013,1588.85,12.06,1.75,0.22,1.53
4/15/2013,1552.36,17.27,1.72,0.22,1.50
4/16/2013,1574.57,13.96,1.75,0.24,1.51
4/17/2013,1552.01,16.51,1.73,0.24,1.49
4/18/2013,1541.61,17.56,1.72,0.24,1.48
4/19/2013,1555.25,14.97,1.73,0.24,1.49
4/22/2013,1562.50,14.39,1.72,0.24,1.48
4/23/2013,1578.78,13.48,1.74,0.23,1.51
4/24/2013,1578.79,13.61,1.73,0.23,1.50
4/25/2013,1585.16,13.62,1.74,0.23,1.51
4/26/2013,1582.24,13.61,1.70,0.22,1.48
4/29/2013,1593.61,13.71,1.70,0.2,1.50
4/30/2013,1597.57,13.52,1.70,0.22,1.48
5/1/2013,1582.70,14.49,1.66,0.2,1.46
5/2/2013,1597.59,13.59,1.66,0.2,1.46
5/3/2013,1614.42,12.85,1.78,0.22,1.56
5/6/2013,1617.50,12.66,1.80,0.22,1.58
5/7/2013,1625.96,12.83,1.82,0.22,1.60
5/8/2013,1632.69,12.66,1.81,0.22,1.59
5/9/2013,1626.67,13.13,1.81,0.22,1.59
5/10/2013,1633.70,12.59,1.90,0.26,1.64
5/13/2013,1633.77,12.55,1.92,0.24,1.68
5/14/2013,1650.34,12.77,1.96,0.26,1.70
5/15/2013,1658.78,12.81,1.94,0.26,1.68
5/16/2013,1650.47,13.07,1.87,0.23,1.64
5/17/2013,1667.47,12.45,1.95,0.26,1.69
5/20/2013,1666.29,13.02,1.97,0.26,1.71
5/21/2013,1669.16,13.37,1.94,0.26,1.68
5/22/2013,1655.35,13.82,2.03,0.26,1.77
5/23/2013,1650.51,14.07,2.02,0.26,1.76
5/24/2013,1649.60,13.99,2.01,0.26,1.75
5/27/2013,.,0.00,.,.,#VALUE!
5/28/2013,1660.06,14.48,2.15,0.29,1.86
5/29/2013,1648.36,14.83,2.13,0.3,1.83
5/30/2013,1654.41,14.53,2.13,0.31,1.82
5/31/2013,1630.74,16.30,2.16,0.3,1.86
6/3/2013,1640.42,16.28,2.13,0.3,1.83
6/4/2013,1631.38,16.27,2.14,0.32,1.82
6/5/2013,1608.90,17.50,2.10,0.3,1.80
6/6/2013,1622.56,16.63,2.08,0.3,1.78
6/7/2013,1643.38,15.14,2.17,0.32,1.85
6/10/2013,1642.81,15.44,2.22,0.32,1.90
6/11/2013,1626.13,17.07,2.20,0.34,1.86
6/12/2013,1612.52,18.59,2.25,0.34,1.91
6/13/2013,1636.36,16.41,2.19,0.32,1.87
6/14/2013,1626.73,17.15,2.14,0.29,1.85
6/17/2013,1639.04,16.80,2.19,0.27,1.92
6/18/2013,1651.81,16.61,2.20,0.27,1.93
6/19/2013,1628.93,16.64,2.33,0.31,2.02
6/20/2013,1588.19,20.49,2.41,0.33,2.08
6/21/2013,1592.43,18.90,2.52,0.38,2.14
6/24/2013,1573.09,20.11,2.57,0.42,2.15
6/25/2013,1588.03,18.47,2.60,0.43,2.17
6/26/2013,1603.26,17.21,2.55,0.39,2.16
6/27/2013,1613.20,16.86,2.49,0.36,2.13
6/28/2013,1606.28,16.86,2.52,0.36,2.16
7/1/2013,1614.96,16.37,2.50,0.34,2.16
7/2/2013,1614.08,16.44,2.48,0.34,2.14
7/3/2013,1615.41,16.20,2.52,0.36,2.16
7/4/2013,.,0.00,.,.,#VALUE!
7/5/2013,1631.89,14.89,2.73,0.4,2.33
7/8/2013,1640.46,14.78,2.65,0.37,2.28
7/9/2013,1652.32,14.35,2.65,0.37,2.28
7/10/2013,1652.62,14.21,2.70,0.38,2.32
7/11/2013,1675.02,14.01,2.60,0.34,2.26
7/12/2013,1680.19,13.84,2.61,0.37,2.24
7/15/2013,1682.50,13.79,2.57,0.34,2.23
7/16/2013,1676.26,14.42,2.55,0.34,2.21
7/17/2013,1680.91,13.78,2.52,0.32,2.20
7/18/2013,1689.37,13.77,2.56,0.32,2.24
7/19/2013,1692.09,12.54,2.50,0.32,2.18
7/22/2013,1695.53,12.29,2.50,0.32,2.18
7/23/2013,1692.39,12.66,2.53,0.33,2.20
7/24/2013,1685.94,13.18,2.61,0.34,2.27
7/25/2013,1690.25,12.97,2.61,0.32,2.29
7/26/2013,1691.65,12.72,2.58,0.31,2.27
7/29/2013,1685.33,13.39,2.61,0.33,2.28
7/30/2013,1685.96,13.39,2.63,0.33,2.30
7/31/2013,1685.73,13.45,2.60,0.31,2.29
8/1/2013,1706.87,12.94,2.74,0.35,2.39
8/2/2013,1709.67,11.98,2.63,0.3,2.33
8/5/2013,1707.14,11.84,2.67,0.32,2.35
8/6/2013,1697.37,12.72,2.67,0.32,2.35
8/7/2013,1690.91,12.98,2.61,0.32,2.29
8/8/2013,1697.48,12.73,2.58,0.3,2.28
8/9/2013,1691.42,13.41,2.57,0.32,2.25
8/12/2013,1689.47,12.81,2.61,0.32,2.29
8/13/2013,1694.16,12.31,2.71,0.34,2.37
8/14/2013,1685.39,13.04,2.71,0.34,2.37
8/15/2013,1661.32,14.73,2.77,0.36,2.41
8/16/2013,1655.83,14.37,2.84,0.36,2.48
8/19/2013,1646.06,15.10,2.88,0.36,2.52
8/20/2013,1652.35,14.91,2.82,0.36,2.46
8/21/2013,1642.80,15.94,2.87,0.38,2.49
8/22/2013,1656.96,14.76,2.90,0.42,2.48
8/23/2013,1663.50,13.98,2.82,0.4,2.42
8/26/2013,1656.78,14.99,2.79,0.41,2.38
8/27/2013,1630.48,16.77,2.72,0.38,2.34
8/28/2013,1634.96,16.49,2.78,0.4,2.38
8/29/2013,1638.17,16.81,2.75,0.39,2.36
8/30/2013,1632.97,17.01,2.78,0.39,2.39
9/2/2013,.,0.00,.,.,#VALUE!
9/3/2013,1639.77,16.61,2.86,0.43,2.43
9/4/2013,1653.08,15.88,2.90,0.46,2.44
9/5/2013,1655.08,15.77,2.98,0.52,2.46
9/6/2013,1655.17,15.85,2.94,0.46,2.48
9/9/2013,1671.71,15.63,2.90,0.45,2.45
9/10/2013,1683.99,14.53,2.96,0.5,2.46
9/11/2013,1689.13,13.82,2.93,0.47,2.46
9/12/2013,1683.42,14.29,2.92,0.45,2.47
9/13/2013,1687.99,14.16,2.90,0.45,2.45
9/16/2013,1697.60,14.38,2.88,0.41,2.47
9/17/2013,1704.76,14.53,2.86,0.39,2.47
9/18/2013,1725.52,13.59,2.69,0.34,2.35
9/19/2013,1722.34,13.16,2.76,0.34,2.42
9/20/2013,1709.91,13.12,2.75,0.34,2.41
9/23/2013,1701.84,14.31,2.72,0.35,2.37
9/24/2013,1697.42,14.08,2.67,0.35,2.32
9/25/2013,1692.77,14.01,2.63,0.36,2.27
9/26/2013,1698.67,14.06,2.66,0.34,2.32
9/27/2013,1691.75,15.46,2.64,0.34,2.30
9/30/2013,1681.55,16.60,2.64,0.33,2.31
10/1/2013,1695.00,15.54,2.66,0.33,2.33
10/2/2013,1693.87,16.60,2.63,0.31,2.32
10/3/2013,1678.66,17.67,2.62,0.33,2.29
10/4/2013,1690.50,16.74,2.66,0.33,2.33
10/7/2013,1676.12,19.41,2.65,0.37,2.28
10/8/2013,1655.45,20.34,2.66,0.4,2.26
10/9/2013,1656.40,19.60,2.68,0.37,2.31
10/10/2013,1692.56,16.48,2.71,0.35,2.36
10/11/2013,1703.20,15.72,2.70,0.35,2.35
10/14/2013,1710.14,16.07,.,.,#VALUE!
10/15/2013,1698.06,18.66,2.75,0.37,2.38
10/16/2013,1721.54,14.71,2.69,0.34,2.35
10/17/2013,1733.15,13.48,2.61,0.33,2.28
10/18/2013,1744.50,13.04,2.60,0.33,2.27
10/21/2013,1744.66,13.16,2.63,0.33,2.30
10/22/2013,1754.67,13.33,2.54,0.31,2.23
10/23/2013,1746.38,13.42,2.51,0.31,2.20
10/24/2013,1752.07,13.20,2.53,0.33,2.20
10/25/2013,1759.77,13.09,2.53,0.32,2.21
10/28/2013,1762.11,13.31,2.54,0.32,2.22
10/29/2013,1771.95,13.41,2.53,0.31,2.22
10/30/2013,1763.31,13.65,2.55,0.33,2.22
10/31/2013,1756.54,13.75,2.57,0.31,2.26
11/1/2013,1761.64,13.28,2.65,0.33,2.32
11/4/2013,1767.93,12.93,2.63,0.32,2.31
11/5/2013,1762.97,13.27,2.69,0.32,2.37
11/6/2013,1770.49,12.67,2.67,0.3,2.37
11/7/2013,1747.15,13.91,2.63,0.29,2.34
11/8/2013,1770.61,12.90,2.77,0.32,2.45
11/11/2013,1771.89,12.53,.,.,#VALUE!
11/12/2013,1767.69,12.82,2.80,0.34,2.46
11/13/2013,1782.00,12.52,2.75,0.32,2.43
11/14/2013,1790.62,12.37,2.69,0.29,2.40
11/15/2013,1798.18,12.19,2.71,0.31,2.40
11/18/2013,1791.53,13.10,2.67,0.31,2.36
11/19/2013,1787.87,13.39,2.71,0.29,2.42
11/20/2013,1781.37,13.40,2.80,0.28,2.52
11/21/2013,1795.85,12.66,2.79,0.29,2.50
11/22/2013,1804.76,12.26,2.75,0.31,2.44
11/25/2013,1802.48,12.79,2.74,0.3,2.44
